Монета,место где купить,место куда продать,прибыль,время
BTC,Binance,Kraken,-0.08,10:05:36.000
ETH,Coinbase,Binance,-0.27,10:05:36.000
SOL,Kraken,Coinbase,0.94,10:05:36.000
XRP,Bybit,Binance,0.06,10:05:36.000
BTC,Binance,Kraken,-0.03,10:05:36.500
ETH,Coinbase,Binance,-0.23,10:05:36.500
SOL,Kraken,Coinbase,0.81,10:05:36.500
XRP,Bybit,Binance,0.03,10:05:36.500
BTC,Binance,Kraken,0.27,10:05:37.000
ETH,Coinbase,Binance,0.09,10:05:37.000
SOL,Kraken,Coinbase,0.99,10:05:37.000
XRP,Bybit,Binance,0.02,10:05:37.000
BTC,Binance,Kraken,0.56,10:05:37.500
ETH,Coinbase,Binance,0.36,10:05:37.500
SOL,Kraken,Coinbase,1.22,10:05:37.500
XRP,Bybit,Binance,-0.01,10:05:37.500
BTC,Binance,Kraken,0.04,10:05:38.000
ETH,Coinbase,Binance,-0.17,10:05:38.000
SOL,Kraken,Coinbase,0.81,10:05:38.000
XRP,Bybit,Binance,0.0,10:05:38.000
BTC,Binance,Kraken,-0.01,10:05:38.500
ETH,Coinbase,Binance,0.09,10:05:38.500
SOL,Kraken,Coinbase,1.15,10:05:38.500
XRP,Bybit,Binance,0.03,10:05:38.500
BTC,Binance,Kraken,0.08,10:05:39.000
ETH,Coinbase,Binance,-0.26,10:05:39.000
SOL,Kraken,Coinbase,0.84,10:05:39.000
XRP,Bybit,Binance,-0.01,10:05:39.000
BTC,Binance,Kraken,0.0,10:05:39.500
ETH,Coinbase,Binance,-0.05,10:05:39.500
SOL,Kraken,Coinbase,0.87,10:05:39.500
XRP,Bybit,Binance,0.04,10:05:39.500
BTC,Binance,Kraken,0.65,10:05:40.000
ETH,Coinbase,Binance,0.25,10:05:40.000
SOL,Kraken,Coinbase,0.97,10:05:40.000
XRP,Bybit,Binance,0.04,10:05:40.000
BTC,Binance,Kraken,0.3,10:05:40.500
ETH,Coinbase,Binance,0.05,10:05:40.500
SOL,Kraken,Coinbase,0.82,10:05:40.500
XRP,Bybit,Binance,-0.01,10:05:40.500
BTC,Binance,Kraken,0.27,10:05:41.000
ETH,Coinbase,Binance,-0.13,10:05:41.000
SOL,Kraken,Coinbase,0.88,10:05:41.000
XRP,Bybit,Binance,0.03,10:05:41.000
BTC,Binance,Kraken,0.17,10:05:41.500
ETH,Coinbase,Binance,-0.18,10:05:41.500
SOL,Kraken,Coinbase,1.22,10:05:41.500
XRP,Bybit,Binance,0.07,10:05:41.500
BTC,Binance,Kraken,0.52,10:05:42.000
ETH,Coinbase,Binance,0.35,10:05:42.000
SOL,Kraken,Coinbase,1.25,10:05:42.000
XRP,Bybit,Binance,0.01,10:05:42.000
BTC,Binance,Kraken,-0.05,10:05:42.500
ETH,Coinbase,Binance,0.16,10:05:42.500
SOL,Kraken,Coinbase,1.13,10:05:42.500
XRP,Bybit,Binance,-0.01,10:05:42.500
BTC,Binance,Kraken,0.04,10:05:43.000
ETH,Coinbase,Binance,-0.11,10:05:43.000
SOL,Kraken,Coinbase,1.28,10:05:43.000
XRP,Bybit,Binance,0.05,10:05:43.000
BTC,Binance,Kraken,0.33,10:05:43.500
ETH,Coinbase,Binance,0.04,10:05:43.500
SOL,Kraken,Coinbase,1.19,10:05:43.500
XRP,Bybit,Binance,0.07,10:05:43.500
BTC,Binance,Kraken,-0.04,10:05:44.000
ETH,Coinbase,Binance,0.19,10:05:44.000
SOL,Kraken,Coinbase,1.08,10:05:44.000
XRP,Bybit,Binance,-0.02,10:05:44.000
BTC,Binance,Kraken,-0.13,10:05:44.500
ETH,Coinbase,Binance,0.17,10:05:44.500
SOL,Kraken,Coinbase,0.98,10:05:44.500
XRP,Bybit,Binance,0.07,10:05:44.500
BTC,Binance,Kraken,0.22,10:05:45.000
ETH,Coinbase,Binance,-0.12,10:05:45.000
SOL,Kraken,Coinbase,1.03,10:05:45.000
XRP,Bybit,Binance,0.02,10:05:45.000
BTC,Binance,Kraken,0.01,10:05:45.500
ETH,Coinbase,Binance,0.14,10:05:45.500
SOL,Kraken,Coinbase,1.15,10:05:45.500
XRP,Bybit,Binance,0.07,10:05:45.500
BTC,Binance,Kraken,0.37,10:05:46.000
ETH,Coinbase,Binance,0.22,10:05:46.000
SOL,Kraken,Coinbase,1.26,10:05:46.000
XRP,Bybit,Binance,-0.0,10:05:46.000
BTC,Binance,Kraken,-0.03,10:05:46.500
ETH,Coinbase,Binance,-0.22,10:05:46.500
SOL,Kraken,Coinbase,1.19,10:05:46.500
XRP,Bybit,Binance,-0.02,10:05:46.500
BTC,Binance,Kraken,0.66,10:05:47.000
ETH,Coinbase,Binance,-0.1,10:05:47.000
SOL,Kraken,Coinbase,1.18,10:05:47.000
XRP,Bybit,Binance,0.06,10:05:47.000
BTC,Binance,Kraken,0.41,10:05:47.500
ETH,Coinbase,Binance,-0.09,10:05:47.500
SOL,Kraken,Coinbase,0.82,10:05:47.500
XRP,Bybit,Binance,0.06,10:05:47.500
BTC,Binance,Kraken,0.69,10:05:48.000
ETH,Coinbase,Binance,-0.25,10:05:48.000
SOL,Kraken,Coinbase,0.95,10:05:48.000
XRP,Bybit,Binance,0.01,10:05:48.000
BTC,Binance,Kraken,0.31,10:05:48.500
ETH,Coinbase,Binance,0.22,10:05:48.500
SOL,Kraken,Coinbase,0.85,10:05:48.500
XRP,Bybit,Binance,0.01,10:05:48.500
BTC,Binance,Kraken,-0.06,10:05:49.000
ETH,Coinbase,Binance,0.0,10:05:49.000
SOL,Kraken,Coinbase,1.09,10:05:49.000
XRP,Bybit,Binance,-0.0,10:05:49.000
BTC,Binance,Kraken,-0.19,10:05:49.500
ETH,Coinbase,Binance,0.04,10:05:49.500
SOL,Kraken,Coinbase,1.27,10:05:49.500
XRP,Bybit,Binance,0.03,10:05:49.500
BTC,Binance,Kraken,0.61,10:05:50.000
ETH,Coinbase,Binance,-0.3,10:05:50.000
SOL,Kraken,Coinbase,0.98,10:05:50.000
XRP,Bybit,Binance,0.03,10:05:50.000
BTC,Binance,Kraken,0.45,10:05:50.500
ETH,Coinbase,Binance,0.2,10:05:50.500
SOL,Kraken,Coinbase,0.96,10:05:50.500
XRP,Bybit,Binance,0.07,10:05:50.500
BTC,Binance,Kraken,0.61,10:05:51.000
ETH,Coinbase,Binance,-0.05,10:05:51.000
SOL,Kraken,Coinbase,0.89,10:05:51.000
XRP,Bybit,Binance,0.04,10:05:51.000
BTC,Binance,Kraken,0.54,10:05:51.500
ETH,Coinbase,Binance,-0.01,10:05:51.500
SOL,Kraken,Coinbase,0.84,10:05:51.500
XRP,Bybit,Binance,0.06,10:05:51.500
BTC,Binance,Kraken,0.11,10:05:52.000
ETH,Coinbase,Binance,0.11,10:05:52.000
SOL,Kraken,Coinbase,1.05,10:05:52.000
XRP,Bybit,Binance,0.06,10:05:52.000
BTC,Binance,Kraken,0.04,10:05:52.500
ETH,Coinbase,Binance,0.38,10:05:52.500
SOL,Kraken,Coinbase,0.87,10:05:52.500
XRP,Bybit,Binance,0.03,10:05:52.500
BTC,Binance,Kraken,0.57,10:05:53.000
ETH,Coinbase,Binance,0.17,10:05:53.000
SOL,Kraken,Coinbase,1.12,10:05:53.000
XRP,Bybit,Binance,0.02,10:05:53.000
BTC,Binance,Kraken,0.42,10:05:53.500
ETH,Coinbase,Binance,-0.01,10:05:53.500
SOL,Kraken,Coinbase,0.98,10:05:53.500
XRP,Bybit,Binance,0.06,10:05:53.500
BTC,Binance,Kraken,0.68,10:05:54.000
ETH,Coinbase,Binance,-0.05,10:05:54.000
SOL,Kraken,Coinbase,0.99,10:05:54.000
XRP,Bybit,Binance,0.03,10:05:54.000
BTC,Binance,Kraken,0.64,10:05:54.500
ETH,Coinbase,Binance,0.35,10:05:54.500
SOL,Kraken,Coinbase,0.84,10:05:54.500
XRP,Bybit,Binance,0.01,10:05:54.500
BTC,Binance,Kraken,-0.04,10:05:55.000
ETH,Coinbase,Binance,0.3,10:05:55.000
SOL,Kraken,Coinbase,1.25,10:05:55.000
XRP,Bybit,Binance,0.07,10:05:55.000
BTC,Binance,Kraken,0.03,10:05:55.500
ETH,Coinbase,Binance,0.28,10:05:55.500
SOL,Kraken,Coinbase,1.21,10:05:55.500
XRP,Bybit,Binance,-0.01,10:05:55.500
BTC,Binance,Kraken,0.68,10:05:56.000
ETH,Coinbase,Binance,0.28,10:05:56.000
SOL,Kraken,Coinbase,1.0,10:05:56.000
XRP,Bybit,Binance,0.04,10:05:56.000
BTC,Binance,Kraken,0.67,10:05:56.500
ETH,Coinbase,Binance,0.14,10:05:56.500
SOL,Kraken,Coinbase,1.21,10:05:56.500
XRP,Bybit,Binance,0.06,10:05:56.500
BTC,Binance,Kraken,-0.11,10:05:57.000
ETH,Coinbase,Binance,-0.08,10:05:57.000
SOL,Kraken,Coinbase,1.19,10:05:57.000
XRP,Bybit,Binance,0.0,10:05:57.000
BTC,Binance,Kraken,0.24,10:05:57.500
ETH,Coinbase,Binance,-0.16,10:05:57.500
SOL,Kraken,Coinbase,0.98,10:05:57.500
XRP,Bybit,Binance,0.04,10:05:57.500
BTC,Binance,Kraken,-0.06,10:05:58.000
ETH,Coinbase,Binance,-0.22,10:05:58.000
SOL,Kraken,Coinbase,0.81,10:05:58.000
XRP,Bybit,Binance,0.04,10:05:58.000
BTC,Binance,Kraken,0.06,10:05:58.500
ETH,Coinbase,Binance,0.07,10:05:58.500
SOL,Kraken,Coinbase,1.08,10:05:58.500
XRP,Bybit,Binance,0.05,10:05:58.500
BTC,Binance,Kraken,0.44,10:05:59.000
ETH,Coinbase,Binance,0.25,10:05:59.000
SOL,Kraken,Coinbase,0.97,10:05:59.000
XRP,Bybit,Binance,0.01,10:05:59.000
BTC,Binance,Kraken,0.14,10:05:59.500
ETH,Coinbase,Binance,0.31,10:05:59.500
SOL,Kraken,Coinbase,1.02,10:05:59.500
XRP,Bybit,Binance,0.02,10:05:59.500
BTC,Binance,Kraken,-0.06,10:06:00.000
ETH,Coinbase,Binance,0.16,10:06:00.000
SOL,Kraken,Coinbase,0.94,10:06:00.000
XRP,Bybit,Binance,0.04,10:06:00.000
BTC,Binance,Kraken,0.0,10:06:00.500
ETH,Coinbase,Binance,-0.26,10:06:00.500
SOL,Kraken,Coinbase,0.98,10:06:00.500
XRP,Bybit,Binance,-0.0,10:06:00.500
BTC,Binance,Kraken,0.3,10:06:01.000
ETH,Coinbase,Binance,0.18,10:06:01.000
SOL,Kraken,Coinbase,0.95,10:06:01.000
XRP,Bybit,Binance,0.01,10:06:01.000
BTC,Binance,Kraken,0.09,10:06:01.500
ETH,Coinbase,Binance,-0.03,10:06:01.500
SOL,Kraken,Coinbase,1.02,10:06:01.500
XRP,Bybit,Binance,-0.01,10:06:01.500
BTC,Binance,Kraken,0.41,10:06:02.000
ETH,Coinbase,Binance,0.21,10:06:02.000
SOL,Kraken,Coinbase,1.13,10:06:02.000
XRP,Bybit,Binance,0.0,10:06:02.000
BTC,Binance,Kraken,0.63,10:06:02.500
ETH,Coinbase,Binance,0.39,10:06:02.500
SOL,Kraken,Coinbase,1.09,10:06:02.500
XRP,Bybit,Binance,0.05,10:06:02.500
BTC,Binance,Kraken,0.48,10:06:03.000
ETH,Coinbase,Binance,0.21,10:06:03.000
SOL,Kraken,Coinbase,1.14,10:06:03.000
XRP,Bybit,Binance,0.01,10:06:03.000
BTC,Binance,Kraken,0.27,10:06:03.500
ETH,Coinbase,Binance,0.35,10:06:03.500
SOL,Kraken,Coinbase,0.89,10:06:03.500
XRP,Bybit,Binance,0.05,10:06:03.500
BTC,Binance,Kraken,0.62,10:06:04.000
ETH,Coinbase,Binance,0.37,10:06:04.000
SOL,Kraken,Coinbase,1.29,10:06:04.000
XRP,Bybit,Binance,0.05,10:06:04.000
BTC,Binance,Kraken,-0.19,10:06:04.500
ETH,Coinbase,Binance,-0.08,10:06:04.500
SOL,Kraken,Coinbase,1.14,10:06:04.500
XRP,Bybit,Binance,0.05,10:06:04.500
BTC,Binance,Kraken,0.64,10:06:05.000
ETH,Coinbase,Binance,-0.22,10:06:05.000
SOL,Kraken,Coinbase,1.08,10:06:05.000
XRP,Bybit,Binance,0.04,10:06:05.000
BTC,Binance,Kraken,-0.12,10:06:05.500
ETH,Coinbase,Binance,0.33,10:06:05.500
SOL,Kraken,Coinbase,1.01,10:06:05.500
XRP,Bybit,Binance,-0.01,10:06:05.500
BTC,Binance,Kraken,0.63,10:06:06.000
ETH,Coinbase,Binance,-0.02,10:06:06.000
SOL,Kraken,Coinbase,1.06,10:06:06.000
XRP,Bybit,Binance,0.03,10:06:06.000
BTC,Binance,Kraken,-0.15,10:06:06.500
ETH,Coinbase,Binance,0.26,10:06:06.500
SOL,Kraken,Coinbase,0.95,10:06:06.500
XRP,Bybit,Binance,-0.02,10:06:06.500
BTC,Binance,Kraken,0.04,10:06:07.000
ETH,Coinbase,Binance,-0.07,10:06:07.000
SOL,Kraken,Coinbase,0.8,10:06:07.000
XRP,Bybit,Binance,0.07,10:06:07.000
BTC,Binance,Kraken,-0.08,10:06:07.500
ETH,Coinbase,Binance,0.28,10:06:07.500
SOL,Kraken,Coinbase,0.85,10:06:07.500
XRP,Bybit,Binance,0.04,10:06:07.500
BTC,Binance,Kraken,0.06,10:06:08.000
ETH,Coinbase,Binance,0.06,10:06:08.000
SOL,Kraken,Coinbase,0.83,10:06:08.000
XRP,Bybit,Binance,-0.0,10:06:08.000
BTC,Binance,Kraken,-0.13,10:06:08.500
ETH,Coinbase,Binance,0.21,10:06:08.500
SOL,Kraken,Coinbase,1.2,10:06:08.500
XRP,Bybit,Binance,0.04,10:06:08.500
BTC,Binance,Kraken,0.4,10:06:09.000
ETH,Coinbase,Binance,-0.02,10:06:09.000
SOL,Kraken,Coinbase,1.12,10:06:09.000
XRP,Bybit,Binance,-0.0,10:06:09.000
BTC,Binance,Kraken,0.41,10:06:09.500
ETH,Coinbase,Binance,0.02,10:06:09.500
SOL,Kraken,Coinbase,0.91,10:06:09.500
XRP,Bybit,Binance,0.0,10:06:09.500
BTC,Binance,Kraken,0.18,10:06:10.000
ETH,Coinbase,Binance,-0.23,10:06:10.000
SOL,Kraken,Coinbase,0.86,10:06:10.000
XRP,Bybit,Binance,-0.0,10:06:10.000
BTC,Binance,Kraken,0.67,10:06:10.500
ETH,Coinbase,Binance,0.08,10:06:10.500
SOL,Kraken,Coinbase,0.99,10:06:10.500
XRP,Bybit,Binance,-0.01,10:06:10.500
BTC,Binance,Kraken,0.41,10:06:11.000
ETH,Coinbase,Binance,0.03,10:06:11.000
SOL,Kraken,Coinbase,1.12,10:06:11.000
XRP,Bybit,Binance,-0.01,10:06:11.000
BTC,Binance,Kraken,-0.1,10:06:11.500
ETH,Coinbase,Binance,0.14,10:06:11.500
SOL,Kraken,Coinbase,1.19,10:06:11.500
XRP,Bybit,Binance,0.05,10:06:11.500
BTC,Binance,Kraken,-0.12,10:06:12.000
ETH,Coinbase,Binance,0.34,10:06:12.000
SOL,Kraken,Coinbase,0.93,10:06:12.000
XRP,Bybit,Binance,-0.02,10:06:12.000
BTC,Binance,Kraken,-0.12,10:06:12.500
ETH,Coinbase,Binance,0.24,10:06:12.500
SOL,Kraken,Coinbase,0.95,10:06:12.500
XRP,Bybit,Binance,0.02,10:06:12.500
BTC,Binance,Kraken,0.16,10:06:13.000
ETH,Coinbase,Binance,-0.04,10:06:13.000
SOL,Kraken,Coinbase,0.89,10:06:13.000
XRP,Bybit,Binance,0.03,10:06:13.000
BTC,Binance,Kraken,-0.16,10:06:13.500
ETH,Coinbase,Binance,0.4,10:06:13.500
SOL,Kraken,Coinbase,0.91,10:06:13.500
XRP,Bybit,Binance,0.01,10:06:13.500
BTC,Binance,Kraken,-0.1,10:06:14.000
ETH,Coinbase,Binance,0.39,10:06:14.000
SOL,Kraken,Coinbase,1.21,10:06:14.000
XRP,Bybit,Binance,0.05,10:06:14.000
BTC,Binance,Kraken,0.11,10:06:14.500
ETH,Coinbase,Binance,0.26,10:06:14.500
SOL,Kraken,Coinbase,0.89,10:06:14.500
XRP,Bybit,Binance,0.06,10:06:14.500
BTC,Binance,Kraken,-0.12,10:06:15.000
ETH,Coinbase,Binance,-0.21,10:06:15.000
SOL,Kraken,Coinbase,0.88,10:06:15.000
XRP,Bybit,Binance,-0.0,10:06:15.000
BTC,Binance,Kraken,0.1,10:06:15.500
ETH,Coinbase,Binance,0.07,10:06:15.500
SOL,Kraken,Coinbase,1.11,10:06:15.500
XRP,Bybit,Binance,0.04,10:06:15.500
BTC,Binance,Kraken,0.61,10:06:16.000
ETH,Coinbase,Binance,-0.26,10:06:16.000
SOL,Kraken,Coinbase,0.8,10:06:16.000
XRP,Bybit,Binance,-0.01,10:06:16.000
BTC,Binance,Kraken,-0.15,10:06:16.500
ETH,Coinbase,Binance,0.37,10:06:16.500
SOL,Kraken,Coinbase,0.92,10:06:16.500
XRP,Bybit,Binance,0.05,10:06:16.500
BTC,Binance,Kraken,0.56,10:06:17.000
ETH,Coinbase,Binance,0.27,10:06:17.000
SOL,Kraken,Coinbase,1.28,10:06:17.000
XRP,Bybit,Binance,-0.01,10:06:17.000
BTC,Binance,Kraken,0.28,10:06:17.500
ETH,Coinbase,Binance,-0.02,10:06:17.500
SOL,Kraken,Coinbase,0.95,10:06:17.500
XRP,Bybit,Binance,0.04,10:06:17.500
BTC,Binance,Kraken,-0.06,10:06:18.000
ETH,Coinbase,Binance,0.17,10:06:18.000
SOL,Kraken,Coinbase,0.89,10:06:18.000
XRP,Bybit,Binance,-0.01,10:06:18.000
BTC,Binance,Kraken,0.56,10:06:18.500
ETH,Coinbase,Binance,0.18,10:06:18.500
SOL,Kraken,Coinbase,0.9,10:06:18.500
XRP,Bybit,Binance,-0.0,10:06:18.500
BTC,Binance,Kraken,0.3,10:06:19.000
ETH,Coinbase,Binance,0.05,10:06:19.000
SOL,Kraken,Coinbase,1.13,10:06:19.000
XRP,Bybit,Binance,0.05,10:06:19.000
BTC,Binance,Kraken,0.18,10:06:19.500
ETH,Coinbase,Binance,-0.18,10:06:19.500
SOL,Kraken,Coinbase,1.02,10:06:19.500
XRP,Bybit,Binance,0.01,10:06:19.500
BTC,Binance,Kraken,-0.05,10:06:20.000
ETH,Coinbase,Binance,0.27,10:06:20.000
SOL,Kraken,Coinbase,0.86,10:06:20.000
XRP,Bybit,Binance,0.04,10:06:20.000
BTC,Binance,Kraken,0.24,10:06:20.500
ETH,Coinbase,Binance,-0.22,10:06:20.500
SOL,Kraken,Coinbase,0.93,10:06:20.500
XRP,Bybit,Binance,0.06,10:06:20.500
BTC,Binance,Kraken,0.62,10:06:21.000
ETH,Coinbase,Binance,-0.04,10:06:21.000
SOL,Kraken,Coinbase,1.01,10:06:21.000
XRP,Bybit,Binance,-0.0,10:06:21.000
BTC,Binance,Kraken,-0.07,10:06:21.500
ETH,Coinbase,Binance,0.4,10:06:21.500
SOL,Kraken,Coinbase,0.9,10:06:21.500
XRP,Bybit,Binance,0.01,10:06:21.500
BTC,Binance,Kraken,0.38,10:06:22.000
ETH,Coinbase,Binance,0.16,10:06:22.000
SOL,Kraken,Coinbase,1.17,10:06:22.000
XRP,Bybit,Binance,-0.01,10:06:22.000
BTC,Binance,Kraken,-0.2,10:06:22.500
ETH,Coinbase,Binance,0.3,10:06:22.500
SOL,Kraken,Coinbase,1.07,10:06:22.500
XRP,Bybit,Binance,0.07,10:06:22.500
BTC,Binance,Kraken,0.16,10:06:23.000
ETH,Coinbase,Binance,0.24,10:06:23.000
SOL,Kraken,Coinbase,0.93,10:06:23.000
XRP,Bybit,Binance,0.01,10:06:23.000
BTC,Binance,Kraken,-0.19,10:06:23.500
ETH,Coinbase,Binance,-0.19,10:06:23.500
SOL,Kraken,Coinbase,1.08,10:06:23.500
XRP,Bybit,Binance,-0.0,10:06:23.500
BTC,Binance,Kraken,0.64,10:06:24.000
ETH,Coinbase,Binance,-0.2,10:06:24.000
SOL,Kraken,Coinbase,0.99,10:06:24.000
XRP,Bybit,Binance,-0.02,10:06:24.000
BTC,Binance,Kraken,-0.08,10:06:24.500
ETH,Coinbase,Binance,0.23,10:06:24.500
SOL,Kraken,Coinbase,1.11,10:06:24.500
XRP,Bybit,Binance,0.03,10:06:24.500
BTC,Binance,Kraken,0.14,10:06:25.000
ETH,Coinbase,Binance,-0.19,10:06:25.000
SOL,Kraken,Coinbase,1.0,10:06:25.000
XRP,Bybit,Binance,0.0,10:06:25.000
BTC,Binance,Kraken,0.09,10:06:25.500
ETH,Coinbase,Binance,0.2,10:06:25.500
SOL,Kraken,Coinbase,1.19,10:06:25.500
XRP,Bybit,Binance,0.0,10:06:25.500
BTC,Binance,Kraken,0.03,10:06:26.000
ETH,Coinbase,Binance,0.28,10:06:26.000
SOL,Kraken,Coinbase,1.12,10:06:26.000
XRP,Bybit,Binance,0.02,10:06:26.000
BTC,Binance,Kraken,0.35,10:06:26.500
ETH,Coinbase,Binance,-0.14,10:06:26.500
SOL,Kraken,Coinbase,1.22,10:06:26.500
XRP,Bybit,Binance,0.07,10:06:26.500
BTC,Binance,Kraken,0.66,10:06:27.000
ETH,Coinbase,Binance,-0.22,10:06:27.000
SOL,Kraken,Coinbase,1.04,10:06:27.000
XRP,Bybit,Binance,0.02,10:06:27.000
BTC,Binance,Kraken,0.67,10:06:27.500
ETH,Coinbase,Binance,0.02,10:06:27.500
SOL,Kraken,Coinbase,1.16,10:06:27.500
XRP,Bybit,Binance,-0.01,10:06:27.500
BTC,Binance,Kraken,0.51,10:06:28.000
ETH,Coinbase,Binance,-0.21,10:06:28.000
SOL,Kraken,Coinbase,0.89,10:06:28.000
XRP,Bybit,Binance,0.0,10:06:28.000
BTC,Binance,Kraken,-0.13,10:06:28.500
ETH,Coinbase,Binance,0.33,10:06:28.500
SOL,Kraken,Coinbase,0.97,10:06:28.500
XRP,Bybit,Binance,0.0,10:06:28.500
BTC,Binance,Kraken,0.39,10:06:29.000
ETH,Coinbase,Binance,-0.24,10:06:29.000
SOL,Kraken,Coinbase,0.87,10:06:29.000
XRP,Bybit,Binance,0.05,10:06:29.000
BTC,Binance,Kraken,0.68,10:06:29.500
ETH,Coinbase,Binance,0.34,10:06:29.500
SOL,Kraken,Coinbase,1.23,10:06:29.500
XRP,Bybit,Binance,0.04,10:06:29.500
BTC,Binance,Kraken,0.41,10:06:30.000
ETH,Coinbase,Binance,0.21,10:06:30.000
SOL,Kraken,Coinbase,0.81,10:06:30.000
XRP,Bybit,Binance,0.05,10:06:30.000
BTC,Binance,Kraken,0.48,10:06:30.500
ETH,Coinbase,Binance,0.18,10:06:30.500
SOL,Kraken,Coinbase,1.17,10:06:30.500
XRP,Bybit,Binance,0.02,10:06:30.500
BTC,Binance,Kraken,0.62,10:06:31.000
ETH,Coinbase,Binance,0.39,10:06:31.000
SOL,Kraken,Coinbase,1.03,10:06:31.000
XRP,Bybit,Binance,0.05,10:06:31.000
BTC,Binance,Kraken,0.41,10:06:31.500
ETH,Coinbase,Binance,-0.27,10:06:31.500
SOL,Kraken,Coinbase,1.0,10:06:31.500
XRP,Bybit,Binance,0.05,10:06:31.500
BTC,Binance,Kraken,-0.07,10:06:32.000
ETH,Coinbase,Binance,0.06,10:06:32.000
SOL,Kraken,Coinbase,1.01,10:06:32.000
XRP,Bybit,Binance,0.0,10:06:32.000
BTC,Binance,Kraken,0.34,10:06:32.500
ETH,Coinbase,Binance,-0.25,10:06:32.500
SOL,Kraken,Coinbase,1.19,10:06:32.500
XRP,Bybit,Binance,-0.02,10:06:32.500
BTC,Binance,Kraken,0.33,10:06:33.000
ETH,Coinbase,Binance,0.19,10:06:33.000
SOL,Kraken,Coinbase,1.11,10:06:33.000
XRP,Bybit,Binance,0.01,10:06:33.000
BTC,Binance,Kraken,-0.17,10:06:33.500
ETH,Coinbase,Binance,-0.06,10:06:33.500
SOL,Kraken,Coinbase,1.12,10:06:33.500
XRP,Bybit,Binance,0.03,10:06:33.500
BTC,Binance,Kraken,0.25,10:06:34.000
ETH,Coinbase,Binance,0.17,10:06:34.000
SOL,Kraken,Coinbase,0.9,10:06:34.000
XRP,Bybit,Binance,0.01,10:06:34.000
BTC,Binance,Kraken,0.15,10:06:34.500
ETH,Coinbase,Binance,-0.25,10:06:34.500
SOL,Kraken,Coinbase,1.08,10:06:34.500
XRP,Bybit,Binance,0.07,10:06:34.500
BTC,Binance,Kraken,0.0,10:06:35.000
ETH,Coinbase,Binance,-0.09,10:06:35.000
SOL,Kraken,Coinbase,0.94,10:06:35.000
XRP,Bybit,Binance,0.06,10:06:35.000
BTC,Binance,Kraken,0.54,10:06:35.500
ETH,Coinbase,Binance,0.29,10:06:35.500
SOL,Kraken,Coinbase,0.8,10:06:35.500
XRP,Bybit,Binance,-0.0,10:06:35.500
BTC,Binance,Kraken,0.28,10:06:36.000
ETH,Coinbase,Binance,-0.02,10:06:36.000
SOL,Kraken,Coinbase,1.26,10:06:36.000
XRP,Bybit,Binance,0.03,10:06:36.000
BTC,Binance,Kraken,0.49,10:06:36.500
ETH,Coinbase,Binance,0.16,10:06:36.500
SOL,Kraken,Coinbase,1.29,10:06:36.500
XRP,Bybit,Binance,0.03,10:06:36.500
BTC,Binance,Kraken,0.21,10:06:37.000
ETH,Coinbase,Binance,0.0,10:06:37.000
SOL,Kraken,Coinbase,1.25,10:06:37.000
XRP,Bybit,Binance,0.06,10:06:37.000
BTC,Binance,Kraken,0.55,10:06:37.500
ETH,Coinbase,Binance,0.34,10:06:37.500
SOL,Kraken,Coinbase,0.9,10:06:37.500
XRP,Bybit,Binance,0.04,10:06:37.500
BTC,Binance,Kraken,-0.08,10:06:38.000
ETH,Coinbase,Binance,-0.17,10:06:38.000
SOL,Kraken,Coinbase,1.14,10:06:38.000
XRP,Bybit,Binance,0.04,10:06:38.000
BTC,Binance,Kraken,0.41,10:06:38.500
ETH,Coinbase,Binance,0.09,10:06:38.500
SOL,Kraken,Coinbase,1.07,10:06:38.500
XRP,Bybit,Binance,0.0,10:06:38.500
BTC,Binance,Kraken,0.24,10:06:39.000
ETH,Coinbase,Binance,-0.27,10:06:39.000
SOL,Kraken,Coinbase,1.22,10:06:39.000
XRP,Bybit,Binance,-0.0,10:06:39.000
BTC,Binance,Kraken,0.67,10:06:39.500
ETH,Coinbase,Binance,0.33,10:06:39.500
SOL,Kraken,Coinbase,1.08,10:06:39.500
XRP,Bybit,Binance,-0.01,10:06:39.500
BTC,Binance,Kraken,0.52,10:06:40.000
ETH,Coinbase,Binance,0.0,10:06:40.000
SOL,Kraken,Coinbase,0.83,10:06:40.000
XRP,Bybit,Binance,0.05,10:06:40.000
BTC,Binance,Kraken,0.02,10:06:40.500
ETH,Coinbase,Binance,-0.01,10:06:40.500
SOL,Kraken,Coinbase,0.96,10:06:40.500
XRP,Bybit,Binance,0.01,10:06:40.500
BTC,Binance,Kraken,0.31,10:06:41.000
ETH,Coinbase,Binance,-0.02,10:06:41.000
SOL,Kraken,Coinbase,0.98,10:06:41.000
XRP,Bybit,Binance,-0.01,10:06:41.000
BTC,Binance,Kraken,0.11,10:06:41.500
ETH,Coinbase,Binance,0.2,10:06:41.500
SOL,Kraken,Coinbase,1.15,10:06:41.500
XRP,Bybit,Binance,-0.01,10:06:41.500
BTC,Binance,Kraken,0.03,10:06:42.000
ETH,Coinbase,Binance,0.29,10:06:42.000
SOL,Kraken,Coinbase,1.05,10:06:42.000
XRP,Bybit,Binance,0.01,10:06:42.000
BTC,Binance,Kraken,0.49,10:06:42.500
ETH,Coinbase,Binance,-0.25,10:06:42.500
SOL,Kraken,Coinbase,1.0,10:06:42.500
XRP,Bybit,Binance,0.02,10:06:42.500
BTC,Binance,Kraken,-0.13,10:06:43.000
ETH,Coinbase,Binance,0.16,10:06:43.000
